Idproyecto;año;fondo;instrumento;provincia;prov1;prov2;prov3;prov4;prov5;prov6;localidad;titulo;destinatario;otraentidad;areatematicanormalizada;montonominal;montorealBase2008;;
1256;2004;COFECyT;PFIP ;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;;Captación y envasado de agua potable ;Gorosito Luis Andrés ;Provincia de Santiago Del Estero;Desarrollo productivo local;$ 40,850; $ 72,566 ;;
1257;2004;COFECyT;PFIP ;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;Subproductos de la fauna silvestre: Posibilidades de aprovechamiento de la carne de Castor;Subsecretaría de Planeamiento del Ministerio de la Producción de la Provincia de Tierra del Fuego, Antartida e Islas del Atlantico Sur;Provincia de Tierra Del Fuego;Desarrollo productivo local;$ 25,953; $ 46,103 ;;
1258;2004;COFECyT;PFIP ;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;Ordenamiento y optimización de los sistemas de riego en las cuencas hídricas de la zona norte de la Pcia. de Tierra del Fuego;Subsecretaría de Recursos naturales del Ministerio de la Producción de la Provincia de Tierra del Fuego, Antartida e Islas del Atlantico Sur;Provincia de Tierra Del Fuego;Desarrollo productivo local;$ 71,555; $ 127,111 ;;
1259;2004;COFECyT;PFIP ;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;Formulación de sustratos en base a turba;Subsecretaría de Recursos naturales del Ministerio de la Producción de la Provincia de Tierra del Fuego, Antartida e Islas del Atlantico Sur;Provincia de Tierra Del Fuego;Desarrollo productivo local;$ 19,539; $ 34,709 ;;
1260;2004;COFECyT;PFIP ;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;Evaluación de la calidad de las frutas finas y Frutillas de Tierra del Fuego;Centro Austral de Investigaciones Cientificas (CADIC) - CONICET ;Provincia de Tierra Del Fuego;Desarrollo productivo local;$ 45,130; $ 80,169 ;;
1261;2004;COFECyT;PFIP ;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;Monitoreo de condiciones biológicas, oceanográficas y meteorológicas determinantes de floraciones algales tóxicas en zonas de extracción de moluscos en el Canal Beagle;Consejo Nacional de Investigaciones Cientificas y Tecnicas (CONICET) ;Provincia de Tierra Del Fuego;Desarrollo productivo local;$ 29,900; $ 53,114 ;;
1262;2004;COFECyT;PFIP ;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;Agricultura con agua de mar bajo cubierta en plantas nativas de Tierra del Fuego. Cultivo de Salicornia ambigua en zonas costeras de Río Grande;Centro Austral de Investigaciones Cientificas (CADIC) - CONICET ;Provincia de Tierra Del Fuego;Desarrollo productivo local;$ 44,400; $ 78,872 ;;
1263;2004;COFECyT;PFIP ;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;Manejo forestal sostenible en el área de usos múltiples de la Reserva Corazón de la Isla, Tierra del Fuego;Centro de Investigación y Desarrollo Forestal Andino Patagonico (CIEFAP) ;Provincia de Tierra Del Fuego;Desarrollo productivo local;$ 109,482; $ 194,484 ;;
1264;2004;COFECyT;PFIP ;TUCUMÁN;TUCUMÁN;;;;;;;Sala de extracción de miel certificada ;Cooperativa de Provisión de Servicios Apícolas del Sur Ltda. ;Provincia de Tucumán;Desarrollo productivo local;$ 89,283; $ 158,603 ;;
1265;2004;COFECyT;PFIP ;TUCUMÁN;TUCUMÁN;;;;;;;Producción de miel calidad tipo exportación. Aplicación de las buenas practicas de manufacturas en manejo productivo;Santiago Emilio Villar ;Provincia de Tucumán;Desarrollo productivo local;$ 37,944; $ 67,404 ;;
1266;2004;COFECyT;PFIP ;TUCUMÁN;TUCUMÁN;;;;;;;Diseño, producción y transferencia de materiales, componentes básicos y sistemas constructivos no tradicionales para viviendas de bajo costo;Universidad Nacional de Tucumán ;Provincia de Tucumán;Desarrollo productivo local;$ 33,712; $ 59,886 ;;
1267;2004;COFECyT;PFIP ;TUCUMÁN;TUCUMÁN;;;;;;;Planta piloto para producción de Ron a partir de jugo de caña de azúcar;Estación Experimental AgroIndustrial Obispo Colombres;Provincia de Tucumán;Desarrollo productivo local;$ 148,250; $ 263,352 ;;
1268;2004;COFECyT;PFIP ;TUCUMÁN;TUCUMÁN;;;;;;;Agroindustria artesanal de la caña de azúcar: elaboración de miel de caña, subproductos y dulces regionales;Programa Social Agropecuario de la Secretaría de Agricultura, Ganadería, Pesca y Alimentos de la Nacion;Provincia de Tucumán;Desarrollo productivo local;$ 13,730; $ 24,390 ;;
1269;2005;COFECyT;PFIP ;BUENOS AIRES;BUENOS AIRES;;;;;;;Investigación y transferencia tecnológica para el ordenamiento costero del Partido de La Costa, provincia de Buenos Aires;Partido de la Costa ;Provincia de Buenos Aires;Desarrollo productivo local;$ 199,700; $ 321,570 ;;
1270;2005;COFECyT;PFIP ;BUENOS AIRES;BUENOS AIRES;;;;;;;Toxicidad del plomo en niños y sus efectos adversos sobre desarrollo neurológico y función cognitiva. Promoción y prevención del riesgo de intoxicación en niños;Subsecretaría de Planificación de Salud de Buenos Aires;Provincia de Buenos Aires;Desarrollo productivo local;$ 73,711; $ 118,694 ;;
1271;2005;COFECyT;PFIP ;BUENOS AIRES;BUENOS AIRES;;;;;;;Concentración de nitratos y conductividad en agua de consumo en una zona del Partido de La Plata: Manifestaciones clínicas producidas por nitratos no diagnosticadas en la niñez. Promoción y prevención sobre el riesgo de intoxicación en la edad pediátrica;Ministerio de Salud de la Provincia de Buenos Aires;Provincia de Buenos Aires;Desarrollo productivo local;$ 82,127; $ 132,246 ;;
1272;2005;COFECyT;PFIP ;CABA;CABA;;;;;;;Sistema Informático Abierto de Gestión Unificada para Unidades Educacionales. ;Open Computación SA ;CABA;Desarrollo productivo local;$ 155,532; $ 250,448 ;;
1273;2005;COFECyT;PFIP ;CABA;CABA;;;;;;;Programa de fortalecimiento institucional para la incorporación de tecnologías de gestión por parte de Pyme´s radicadas en la Ciudad Autónoma de Buenos Aires (PROMECO);Subsecretaría de Producción del Ministerio de Producción del Gobierno de la Ciudad de Buenos Aires;CABA;Desarrollo productivo local;$ 196,720; $ 316,771 ;;
1274;2005;COFECyT;PFIP ;CATAMARCA;CATAMARCA;;;;;;;Desarrollo de la producción de fibra de llamas, vicuñas, ovinos y caprinos en la provincia de Catamarca;Ministerio de Desarrollo y Producción de la Provincia de Catamarca ;Provincia de Catamarca;Desarrollo productivo local;$ 76,960; $ 123,926 ;;
1275;2005;COFECyT;PFIP ;CATAMARCA;CATAMARCA;;;;;;;Innovación y transferencia de tecnología para el aprovechamiento de energía solar en la producción rural;Subsecretaría de Ciencia y Tecnología de la Provincia de Catamarca ;Provincia de Catamarca;Desarrollo productivo local;$ 80,000; $ 128,821 ;;
1276;2005;COFECyT;PFIP ;CATAMARCA;CATAMARCA;;;;;;;Proceso de innovación tecnológica y organizativa para la reconversión productivolaboral de Quirós;Subsecretaría de Planificación de la Provincia de Catamarca ;Provincia de Catamarca;Desarrollo productivo local;$ 40,000; $ 64,411 ;;
1277;2005;COFECyT;PFIP ;CATAMARCA;CATAMARCA;;;;;;;Centro de atención pyme: un portal para la vinculación socioproductiva ;Universidad Nacional de Catamarca ;Provincia de Catamarca;Desarrollo productivo local;$ 80,000; $ 128,821 ;;
1278;2005;COFECyT;PFIP ;CATAMARCA;CATAMARCA;;;;;;;Adecuación de instalaciones del Frigorífico Municipal de San Fernando del Valle de Catamarca, de faena de bovinos, para faena de caprinos y especies no convencionales;Municipalidad de San Fernando del Valle de Catamarca;Provincia de Catamarca;Desarrollo productivo local;$ 39,950; $ 64,330 ;;
1279;2005;COFECyT;PFIP ;CATAMARCA;CATAMARCA;;;;;;;Reuso del efluente de lagunas de estabilización para su incorporación en actividades productivas ;Universidad Nacional de Catamarca ;Provincia de Catamarca;Desarrollo productivo local;$ 79,997; $ 128,816 ;;
1280;2005;COFECyT;PFIP ;CATAMARCA;CATAMARCA;;;;;;;Evaluación de sistemas de engorde como alternativa de diversificación de la producción de carne caprina;Instituto Nacional de Tecnologia Agropecuaria (INTA) ;Provincia de Catamarca;Desarrollo productivo local;$ 79,800; $ 128,499 ;;
1281;2005;COFECyT;PFIP ;CHACO;CHACO;;;;;;;Desarrollo de una maquina deshidratadora de hortalizas y frutas ;Establecimientos metalúrgicos Auros SRL ;Provincia de Chaco;Desarrollo productivo local;$ 77,873; $ 125,396 ;;
1282;2005;COFECyT;PFIP ;CHACO;CHACO;;;;;;;Secaderos de Madera Comunitarios para Pequeñas y Medianas Carpinterías de Presidencia de la Plaza;Municipalidad de Presidencia de la Plaza ;Provincia de Chaco;Desarrollo productivo local;$ 98,817; $ 159,122 ;;
1283;2005;COFECyT;PFIP ;CHACO;CHACO;;;;;;;Centro de Secado Técnico de Maderas ;Asociación de industriales madereros y afines de Quitilipi (AIMA) ;Provincia de Chaco;Desarrollo productivo local;$ 79,797; $ 128,494 ;;
1284;2005;COFECyT;PFIP ;CHACO;CHACO;;;;;;;Gestión Integral de Residuos Sólidos Urbanos y producción de gas metano y su aprovechamiento energético y calorífico, para las localidades de Quitilipi, Machagai y Presidencia de la Plaza de la Región Centro Chaqueña.;Municipalidades de Machagai, de Presidencia de la Plaza y Quitilipi;Provincia de Chaco;Desarrollo productivo local;$ 100,263; $ 161,450 ;;
1285;2005;COFECyT;PFIP ;CHACO;CHACO;;;;;;;Gestion de la historia clinica unica automatizada en establecimientos de salud publicos de la provincia del chaco;Ministerio de Salud Publica de la Provincia de CHACO;Provincia de Chaco;Desarrollo productivo local;$ 103,250; $ 166,260 ;;
1286;2005;COFECyT;PFIP ;CHUBUT;CHUBUT;;;;;;;Diseño, construcción de prototipo y patentamiento de una línea metal-mecánica económica para la generación de productos de alto valor agregado a partir de la pesca con trampas de cangrejos del litoral chubutense.;Ref- Mar SRL ;Provincia de Chubut;Desarrollo productivo local;$ 198,970; $ 320,394 ;;
1287;2005;COFECyT;PFIP ;CHUBUT;CHUBUT;;;;;;;Entre bardas. Elaboración de productos alimenticios ovinos.;EACE SA - Estudio Aduanero de Comercio Exterior SA;Provincia de Chubut;Desarrollo productivo local;$ 160,858; $ 259,024 ;;
1288;2005;COFECyT;PFIP ;CHUBUT;CHUBUT;;;;;;;Diseño y comercialización de una línea de mobiliario y objetos decorativos de nivel internacional, fabricados con procesos semiartesanales, en maderas nativas obtenidas mediante un manejo sustentable del bosque.;Establecimiento Mochi SA ;Provincia de Chubut;Desarrollo productivo local;$ 100,172; $ 161,303 ;;
1289;2005;COFECyT;PFIP ;CÓRDOBA;CÓRDOBA;;;;;;;Desarrollo y aplicación de un software para la conformación de una red de información de los efectores sanitarios municipales de las comunidades regionales de la Provincia de Córdoba. Caso piloto: Comunidad Regional de Río Cuarto;Universidad Nacional de Rio Cuarto ;Provincia de Córdoba;Desarrollo productivo local;$ 71,550; $ 115,214 ;;
1290;2005;COFECyT;PFIP ;CÓRDOBA;CÓRDOBA;;;;;;;Programa de información y capacitación sobre buenas practicas de manufactura y monitoreo sobre calidad microbiológica en alimentos, en empresas y comercios del Valle de Traslasierras – Córdoba;Sergio Alberto Ochoa ;Provincia de Córdoba;Desarrollo productivo local;$ 38,351; $ 61,755 ;;
1291;2005;COFECyT;PFIP ;CÓRDOBA;CÓRDOBA;;;;;;;Instalación de un laboratorio para análisis de enfermedades apícolas destinado a cubrir las necesidades de los productores de la región centro-sur de la provincia de Córdoba;Universidad Nacional de Rio Cuarto ;Provincia de Córdoba;Desarrollo productivo local;$ 51,704; $ 83,257 ;;
1292;2005;COFECyT;PFIP ;CÓRDOBA;CÓRDOBA;;;;;;;Fabricación de una despalitadora seleccionadora para hierbas aromáticas de alimentación continua;Edgardo Ramón Ríos ;Provincia de Córdoba;Desarrollo productivo local;$ 20,116; $ 32,392 ;;
1293;2005;COFECyT;PFIP ;CÓRDOBA;CÓRDOBA;;;;;;;Prospección de aguas subterráneas y su posibilidad de aprovechamiento para abastecimiento de agua potable en la localidad de Capilla del Monte;Instituto Nacional del Agua (INA) ;Provincia de Córdoba;Desarrollo productivo local;$ 35,300; $ 56,842 ;;
1294;2005;COFECyT;PFIP ;CÓRDOBA;CÓRDOBA;;;;;;;Monitoreo e impacto de probables fuentes contaminantes en la calidad natural del agua del Río de los Sauces – Traslasierras - Córdoba;Silvio Luis Duje ;Provincia de Córdoba;Desarrollo productivo local;$ 41,382; $ 66,636 ;;
1295;2005;COFECyT;PFIP ;CÓRDOBA;CÓRDOBA;;;;;;;Desarrollo de un polo productivo integral en el norte de Córdoba: cultivo y procesamiento de la tuna (opuntia ficus-índica) y especies aromáticas bajo certificación orgánica;Jose Luis Anguinetti ;Provincia de Córdoba;Desarrollo productivo local;$ 57,588; $ 92,732 ;;
1296;2005;COFECyT;PFIP ;CÓRDOBA;CÓRDOBA;;;;;;;Diseño e implementación de un sistema de trazabilidad en el marco de la mejora continua en la industria olivícola de la zona de Cruz del Eje, Córdoba;UTN - Facultad Regional Córdoba ;Provincia de Córdoba;Desarrollo productivo local;$ 107,394; $ 172,933 ;;
1297;2005;COFECyT;PFIP ;CORRIENTES;CORRIENTES;;;;;;;Aceite de Palma en Corrientes: producción ecológica y sustentable a partir de especies autóctonas existentes en la región;Quimica y Energia SRL ;Provincia de Corrientes;Desarrollo productivo local;$ 121,526; $ 195,689 ;;
1298;2005;COFECyT;PFIP ;CORRIENTES;CORRIENTES;;;;;;;Innovación tecnológica para la elaboración de queso artesanal de Corrientes ;Universidad Nacional del Nordeste ;Provincia de Corrientes;Desarrollo productivo local;$ 82,170; $ 132,315 ;;
1299;2005;COFECyT;PFIP ;CORRIENTES;CORRIENTES;;;;;;;Obtención de suero antiofidico para uso humano y/o animal ;Universidad Nacional del Nordeste ;Provincia de Corrientes;Desarrollo productivo local;$ 100,000; $ 161,026 ;;
1300;2005;COFECyT;PFIP ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;Determinación de indicadores del tratamiento en tres Plantas de Reciclado de Residuos Sólidos Urbanos (RSU) en Entre Ríos: optimización de recursos y procesos para su desarrollo, y transferencia a nuevos emprendimientos.;Universidad Nacional de Entre Ríos ;Provincia de Entre Ríos;Desarrollo productivo local;$ 66,426; $ 106,963 ;;
1301;2005;COFECyT;PFIP ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;Desarrollo y construcción de un prototipo mejorado de aerogeneradores para zonas de vientos moderados y análisis de estrategias comerciales de licenciamiento.;Mario César Ramos ;Provincia de Entre Ríos;Desarrollo productivo local;$ 62,578; $ 100,767 ;;
1302;2005;COFECyT;PFIP ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;Diseño y desarrollo de un equipo portátil para la detección automática de hipoacusias en neonatos.;Universidad Nacional de Entre Ríos ;Provincia de Entre Ríos;Desarrollo productivo local;$ 40,000; $ 64,411 ;;
1303;2005;COFECyT;PFIP ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;Aprovechamiento, diversificación y fortificación de harinas y productos hortícola regionales en vistas a resolver las problemáticas nutricionales más prevalentes en distintos grupos vulnerables.;Universidad Nacional de Entre Ríos ;Provincia de Entre Ríos;Desarrollo productivo local;$ 67,510; $ 108,709 ;;
1304;2005;COFECyT;PFIP ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;Calidad de los materiales orgánicos reciclados en plantas de tratamiento de residuos urbanos ;Universidad Nacional de Entre Ríos ;Provincia de Entre Ríos;Desarrollo productivo local;$ 80,028; $ 128,866 ;;
1305;2005;COFECyT;PFIP ;ENTRE RÍOS;ENTRE RÍOS;;;;;;;Motorización de sillas de ruedas convencionales ;Universidad Autonoma de Entre Rios (UADER) ;Provincia de Entre Ríos;Desarrollo productivo local;$ 94,940; $ 152,879 ;;
1306;2005;COFECyT;PFIP ;FORMOSA;FORMOSA;;;;;;;Producción de la planta de la vida. Aloe vera ;Empresa Ingeniero Manuel Antonio Fernández ;Provincia de Formosa;Desarrollo productivo local;$ 137,912; $ 222,075 ;;
1307;2005;COFECyT;PFIP ;FORMOSA;FORMOSA;;;;;;;Prueba de producción en un tambo bubalino en la provincia de Formosa;Centro Tecnologico Integrado para la Innovación Agroalimentaria ;Provincia de Formosa;Desarrollo productivo local;$ 65,298; $ 105,147 ;;
1308;2005;COFECyT;PFIP ;FORMOSA;FORMOSA;;;;;;;Aplicación de tecnología de mejoramiento y silvicultura en apoyo a la producción de bosques cultivados de prosopis alba gris;Víctor Ramón Perez ;Provincia de Formosa;Desarrollo productivo local;$ 39,440; $ 63,509 ;;
1309;2005;COFECyT;PFIP ;FORMOSA;FORMOSA;;;;;;;Fomento y desarrollo de las granjas integrales sustentables para mejorar la calidad de vida de las comunidades campesinas formoseñas;Instituto provincial de Acción Integral para el Pequeño Productor Agropecuario (Instituto PAIPPA);Provincia de Formosa;Desarrollo productivo local;$ 217,350; $ 349,991 ;;
1310;2005;COFECyT;PFIP ;JUJUY;JUJUY;;;;;;;Reinserción de El Ñandú en los valles y parques nacionales. Cría sustentable de la especie. Comercialización de productos derivados.;Asociación Trabajemos Juntos ;Provincia de Jujuy;Desarrollo productivo local;$ 12,225; $ 19,685 ;;
1311;2005;COFECyT;PFIP ;JUJUY;JUJUY;;;;;;;Riego por goteo en caña de azúcar. Herramienta útil para la sostenibilidad técnica, social y económica del cultivo.;"Ministerio de Bienestar Social - Finca ""El Pongo"" ";Provincia de Jujuy;Desarrollo productivo local;$ 72,827; $ 117,271 ;;
1312;2005;COFECyT;PFIP ;JUJUY;JUJUY;;;;;;;Visión Andino del Agua, administración y conservación ;"Consorcio de riego ""JUELLA"" ";Provincia de Jujuy;Desarrollo productivo local;$ 74,850; $ 120,528 ;;
1313;2005;COFECyT;PFIP ;JUJUY;JUJUY;;;;;;;Desarrollo de un sistema para la toma de decisión en el manejo de cuencas en la Quebrada de Humahuaca;IngProAr Consultora (Ingeniería de Procesos Argentina) ;Provincia de Jujuy;Desarrollo productivo local;$ 49,000; $ 78,903 ;;
1314;2005;COFECyT;PFIP ;JUJUY;JUJUY;;;;;;;Eficientización del uso del agua de riego mediante conducción en cañerías y mangas por caudal discontinuo, aplicado al cultivo de quinoa.;Sergio Alfredo Nuñez ;Provincia de Jujuy;Desarrollo productivo local;$ 61,975; $ 99,796 ;;
1315;2005;COFECyT;PFIP ;JUJUY;JUJUY;;;;;;;Desarrollo de un circuito enológico para el Ecoturismo de la Quebrada de Humahuaca;Centro Andino de Desarrollo, Investigación y Formación (CADIF) ;Provincia de Jujuy;Desarrollo productivo local;$ 55,714; $ 89,714 ;;
1316;2005;COFECyT;PFIP ;JUJUY;JUJUY;;;;;;;Construcción de un acueducto para riego que beneficie a pequeños productores agrícolas en la quebrada de Huichaira, Departamento de Tilcara, provincia de Jujuy.;"Asociación Civil ""Los Algarrobos"" ";Provincia de Jujuy;Desarrollo productivo local;$ 112,288; $ 180,813 ;;
1317;2005;COFECyT;PFIP ;LA PAMPA;LA PAMPA;;;;;;;Instalación de un criadero intensivo experimental de perdiz colorada (Rhinchotus rufescens);Lautaro Germán Córdoba ;Provincia de La Pampa;Desarrollo productivo local;$ 46,659; $ 75,133 ;;
1318;2005;COFECyT;PFIP ;LA PAMPA;LA PAMPA;;;;;;;Desarrollo de centros de extracción de semen para inseminación artificial porcina en la provincia de La Pampa ;Valentín Maier ;Provincia de La Pampa;Desarrollo productivo local;$ 244,471; $ 393,663 ;;
1319;2005;COFECyT;PFIP ;LA PAMPA;LA PAMPA;;;;;;;Diseño y elaboración de modelos de simulación de producción de carne vacuna en sistemas pastoriles intensivos;Asociación Argentina de Productores de siembra directa (AAPRESID) ;Provincia de La Pampa;Desarrollo productivo local;$ 71,500; $ 115,134 ;;
1320;2005;COFECyT;PFIP ;LA RIOJA;LA RIOJA;;;;;;;Centro de entrenamiento laboral ;Ministerio de Industria Comercio y Empleo de La Rioja;Provincia de La Rioja;Desarrollo productivo local;$ 146,088; $ 235,240 ;;
1321;2005;COFECyT;PFIP ;LA RIOJA;LA RIOJA;;;;;;;Elaboración de jabones y cremas dermoabrasivas a base de aceite y cáscara de nuez;Fundación Ecológica Valle de Huaco ;Provincia de La Rioja;Desarrollo productivo local;$ 81,540; $ 131,301 ;;
1322;2005;COFECyT;PFIP ;LA RIOJA;LA RIOJA;;;;;;;Desarrollo de turbina eólica a eje vertical para aplicaciones de bombeo de agua en aentamientos rurales aislados;Fundación Ecológica Valle de Huaco ;Provincia de La Rioja;Desarrollo productivo local;$ 115,020; $ 185,213 ;;
1323;2005;COFECyT;PFIP ;LA RIOJA;LA RIOJA;;;;;;;Las aromáticas nativas e introducidas como instrumento de capacitación, diversificación productiva y generación de mano de obra local en la cuenca del dique Los Sauces- Río Sanagasta;Fundación Ecológica Valle de Huaco ;Provincia de La Rioja;Desarrollo productivo local;$ 117,352; $ 188,968 ;;
1324;2005;COFECyT;PFIP ;MENDOZA;MENDOZA;;;;;;;Incorporación de tecnología en usina láctea, para la reactivación de la producción tambera en la zona sur de la provincia de Mendoza;Universidad Nacional de Cuyo ;Provincia de Mendoza;Desarrollo productivo local;$ 104,000; $ 167,468 ;;
1325;2005;COFECyT;PFIP ;MENDOZA;MENDOZA;;;;;;;Implementación de una Unidad de Producción y Servicios (UPyS) para la producción de leche de cabra, quesos, cueros, carne y artesanías en el desierto de Lavalle, Mendoza;Fundación CRICYT ;Provincia de Mendoza;Desarrollo productivo local;$ 108,765; $ 175,140 ;;
