Identidades;identidad;nentidad;entidad;tipo1;tipo2;tipo3;tipo4;tipo5
0085;0085-2;2;Tirdelta SA;Privado;Empresa privada;SA;Tirdelta SA;Tirdelta SA
0086;0086-1;1;Administracion tributaria Mendoza - ATM;Estado;Provincial;Gobierno provincial;Provincia de Mendoza;Mendoza (Administración Tributaria)
0087;0087-1;1;Adrián Eduardo Ramírez Rybczynczuk;Privado;Persona física;Persona física;Adrián Eduardo Ramírez Rybczynczuk;Adrián Eduardo Ramírez Rybczynczuk
0088;0088-1;2;Adriana Ana Angela Boeiro;Privado;Persona física;Persona física;Adriana Ana Angela Boeiro;Adriana Ana Angela Boeiro
0088;0088-2;2;Omar Enrique Ricaldone;Privado;Persona física;Persona física;Omar Enrique Ricaldone;Omar Enrique Ricaldone
0089;0089-1;1;Adriana Fiorentini;Privado;Persona física;Persona física;Adriana Fiorentini;Adriana Fiorentini
0090;0090-1;1;Agencia Comodoro Conocimiento;Estado;Municipal;Organismo CyT público;Agencia Comodoro Conocimiento y Desarrollo;Agencia Comodoro Conocimiento y Desarrollo
0091;0091-1;1;Agencia Córdoba Ciencia S.E.;Estado;Provincial;Gobierno provincial;Provincia de Córdoba;Córdoba (Ciencia)
0092;0092-1;1;AGENCIA CÓRDOBA CULTURA S.E.;Estado;Provincial;Gobierno provincial;Provincia de Córdoba;Córdoba (Cultura)
0093;0093-1;1;Agencia Córdoba Turismo SEM;Estado;Provincial;Gobierno provincial;Provincia de Córdoba;Córdoba (Turismo)
0094;0094-1;1;AGENCIA DE CIENCIA TECNOLOGIA E INNOVACIÓN;Estado;?;?;AGENCIA DE CIENCIA TECNOLOGIA E INNOVACIÓN;AGENCIA DE CIENCIA TECNOLOGIA E INNOVACIÓN
0095;0095-1;1;AGENCIA DE CIENCIA TECNOLOGIA E INNOVACIÓN;Estado;?;?;AGENCIA DE CIENCIA TECNOLOGIA E INNOVACIÓN;AGENCIA DE CIENCIA TECNOLOGIA E INNOVACIÓN
0096;0096-1;1;Agencia de desarrollo Productivo de la ciudad de Tres arroyos;Público-privado;Asociación civil;Asociación de apoyo empresario/productivo;Agencia de desarrollo Productivo de la ciudad de Tres arroyos;Agencia de desarrollo Productivo de la ciudad de Tres arroyos
0097;0097-1;1;Agencia de desarrollo REGION ROSARIO A.DE.R.R;Público-privado;Asociación civil;Asociación de apoyo empresario/productivo;Agencia de desarrollo REGION ROSARIO A.DE.R.R;Agencia de desarrollo REGION ROSARIO A.DE.R.R
0098;0098-1;1;Agencia de Extensión Rural Aristóbulo del Valle - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
0099;0099-1;1;Agencia de Extensión Rural Azul - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
0100;0100-1;1;Agencia de Extensión Rural Caá Catí - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
0101;0101-1;1;Agencia de Extensión Rural Concordia - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
0102;0102-1;1;Agencia de Extensión Rural Eldorado - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
0103;0103-1;1;Agencia de Extensión Rural Hornillos - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
0104;0104-1;2;Agencia de Extensión Rural Las Toscas INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
0104;0104-2;2;INTI Reconquista;Estado;Nacional;Organismo CyT público;INTI;INTI
0105;0105-1;1;Agencia de Extensión Rural Santo Tomé - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
0106;0106-1;1;Agencia de Extensión Rural Seclantás - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
0107;0107-1;1;Agencia de Extensión Rural Zapala - INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
0108;0108-1;1;Agencia de Gestión Empresarial San Luis - AGEMSAL;Comunidad;Otro;Asociación de apoyo empresario/productivo;Agencia de Gestión Empresarial San Luis - AGEMSAL;Agencia de Gestión Empresarial San Luis - AGEMSAL
0109;0109-1;1;AGENCIA DE RECAUDACION FUEGUINA;Estado;Provincial;Gobierno provincial;Provincia de Tierra Del Fuego;Tierra del Fuego (Agencia de Recaudación)
0110;0110-1;1;Agencia ejecutiva de Desarrollo e Innovacion Tecnologica de la Provincia de Misiones;Estado;Provincial;Gobierno provincial;Provincia de Misiones;Autoridad CyT (Provincia de Misiones)
0111;0111-1;1;Agencia ejecutiva de Desarrollo e Innovacion Tecnologica de la Provincia de Misiones;Estado;Provincial;Gobierno provincial;Provincia de Misiones;Autoridad CyT (Provincia de Misiones)
0112;0112-1;1;Agencia ejecutiva de Desarrollo e Innovacion Tecnologica de la Provincia de Misiones;Estado;Provincial;Gobierno provincial;Provincia de Misiones;Autoridad CyT (Provincia de Misiones)
0113;0113-1;1;Agencia ejecutiva de Desarrollo e Innovacion Tecnologica de la Provincia de Misiones;Estado;Provincial;Gobierno provincial;Provincia de Misiones;Autoridad CyT (Provincia de Misiones)
0114;0114-1;1;Agencia para el Desarrollo Económico de Catamarca - ADEC;Público-privado;Provincial;Asociación de apoyo empresario/productivo;Agencia para el Desarrollo Económico de Catamarca - ADEC;Agencia para el Desarrollo Económico de Catamarca - ADEC
0115;0115-1;1;Agencia para el Desarrollo Económico de El Dorado - AGEDEL;Estado;Municipal;Asociación de apoyo empresario/productivo;Agencia para el Desarrollo Económico de El Dorado - AGEDEL;Agencia para el Desarrollo Económico de El Dorado - AGEDEL
0116;0116-1;1;Agencia para el Desarrollo Económico de El Dorado - AGEDEL;Estado;Municipal;Asociación de apoyo empresario/productivo;Agencia para el Desarrollo Económico de El Dorado - AGEDEL;Agencia para el Desarrollo Económico de El Dorado - AGEDEL
0117;0117-1;1;Agencia Rio Negro Innova;Estado;Provincial;Gobierno provincial;Agencia Río Negro Innova;Agencia Río Negro Innova
0118;0118-1;1;AGENCIA TRIBUTARIA MENDOCINA;Estado;Provincial;Gobierno provincial;Provincia de Mendoza;Mendoza (Administración Tributaria)
0119;0119-1;1;AGENPRO- Agencia Regional de Desarrollo Productivo Río Santa Lucía;Público-privado;Asociación civil;Asociación de apoyo empresario/productivo;AGENPRO- Agencia Regional de Desarrollo Productivo Río Santa Lucía;AGENPRO- Agencia Regional de Desarrollo Productivo Río Santa Lucía
0120;0120-1;1;AGRICOLA LOS ROBLES SRL;Privado;Empresa privada;SRL;AGRICOLA LOS ROBLES SRL;AGRICOLA LOS ROBLES SRL
0121;0121-1;3;Agropharma Salud Animal SA;Privado;Empresa privada;SA;Agropharma Salud Animal SA;Agropharma Salud Animal SA
0121;0121-2;3;Biochemiq SA;Privado;Empresa privada;SA;Biochemiq SA;Biochemiq SA
0121;0121-3;3;Universidad Nacional de San Martín;Estado;Nacional;Universidad pública;UNSAM;UNSAM
0122;0122-1;1;Agroplei SA;Privado;Empresa privada;SA;Agroplei SA;Agroplei SA
0123;0123-1;1;AgroPraxes S.R.L.;Privado;Empresa privada;SRL;AgroPraxes S.R.L.;AgroPraxes S.R.L.
0124;0124-1;1;Agrupación de Montaña Calchaquí;Comunidad;?;Asociación turística;Agrupación de Montaña Calchaquí;Agrupación de Montaña Calchaquí
0125;0125-1;1;Aguaray;Estado;Municipal;Municipio o comuna;Aguaray;Aguaray
0126;0126-1;1;Aguilares;Estado;Municipal;Municipio o comuna;Aguilares;Aguilares
0127;0127-1;1;AIRBITS TECNOLOGÍA SRL;Privado;Empresa privada;SRL;AIRBITS TECNOLOGÍA SRL;AIRBITS TECNOLOGÍA SRL
0128;0128-1;1;ALBACLARA SRL;Privado;Empresa privada;SRL;ALBACLARA SRL;ALBACLARA SRL
0129;0129-1;1;Albardon;Estado;Municipal;Municipio o comuna;Albardon;Albardon
0130;0130-1;1;Alejandra (comuna);Estado;Municipal;Municipio o comuna;Alejandra;Alejandra
0132;0132-1;1;ALIARG SRL;Privado;Empresa privada;SRL;ALIARG SRL;ALIARG SRL
0133;0133-1;1;Alicia;Estado;Municipal;Municipio o comuna;Alicia;Alicia
0134;0134-1;1;Alimentaria San Francisco SA;Privado;Empresa privada;SA;Alimentaria San Francisco SA;Alimentaria San Francisco SA
0135;0135-1;1;Alimentaria San Martín SRL;Privado;Empresa privada;SRL;Alimentaria San Martín SRL;Alimentaria San Martín SRL
0136;0136-1;1;Almirante Brown;Estado;Municipal;Municipio o comuna;Almirante Brown;Almirante Brown
0137;0137-1;2;AlterMundi;Comunidad;?;Organización social;AlterMundi;AlterMundi
0137;0137-2;2;El espinillo;Estado;Municipal;Municipio o comuna;El espinillo;El espinillo
0138;0138-1;1;Alto Río Senguer;Estado;Municipal;Municipio o comuna;Alto Río Senguer;Alto Río Senguer
0139;0139-1;1;Aluminé;Estado;Municipal;Municipio o comuna;Aluminé;Aluminé
0140;0140-1;1;Amado Modesto Martinez;Privado;Persona física;Persona física;Amado Modesto Martinez;Amado Modesto Martinez
0141;0141-1;1;Ambul;Estado;Municipal;Municipio o comuna;Ambul;Ambul
0142;0142-1;1;América Grande;Comunidad;Asociación civil;Organización social;América Grande;América Grande
0143;0143-1;1;Analia Carolina Delssin;Privado;Persona física;Persona física;Analia Carolina Delssin;Analia Carolina Delssin
0144;0144-1;9;Andacollo;Estado;Municipal;Municipio o comuna;Andacollo;Andacollo
0144;0144-5;9;El Cholar;Estado;Municipal;Municipio o comuna;El Cholar;El Cholar
0144;0144-8;9;Comisión de fomento de Guañacos;Estado;Municipal;Municipio o comuna;Guañacos;Guañacos
0144;0144-3;9;Huinganco;Estado;Municipal;Municipio o comuna;Huinganco;Huinganco
0144;0144-2;9;Las Ovejas;Estado;Municipal;Municipio o comuna;Las Ovejas;Las Ovejas
0144;0144-4;9;Los Miches;Estado;Municipal;Municipio o comuna;Los Miches;Los Miches
0144;0144-7;9;Comisión de fomento de Manzano Amargo;Estado;Municipal;Municipio o comuna;Manzano Amargo;Manzano Amargo
0144;0144-9;9;Comisión de fomento de  Varvarco-Invernada Vieja;Estado;Municipal;Municipio o comuna;Varvarco-Invernada Vieja;Varvarco-Invernada Vieja
0144;0144-6;9;Comisión de fomento de Villa del Nahueve;Estado;Municipal;Municipio o comuna;Villa del Nahueve;Villa del Nahueve
0145;0145-1;1;Angaco;Estado;Municipal;Municipio o comuna;Angaco;Angaco
0146;0146-1;1;Ángel Vicente Peñaloza;Estado;Municipal;Municipio o comuna;Ángel Vicente Peñaloza;Ángel Vicente Peñaloza
0147;0147-1;1;Anubis Decoración SA;Privado;Empresa privada;SA;Anubis Decoración SA;Anubis Decoración SA
0148;0148-1;1;APAMA;Comunidad;Asociación civil;Cooperación empresaria o de productores;APAMA - Asoc. Prod. de Arandanos Mesopotamia Argentina;APAMA - Asoc. Prod. de Arandanos Mesopotamia Argentina
0149;0149-1;1;Apolo Biotech SAS;Privado;Empresa privada;SA;Apolo Biotech SAS;Apolo Biotech SAS
0150;0150-1;1;Apóstoles;Estado;Municipal;Municipio o comuna;Apóstoles;Apóstoles
0151;0151-1;1;Aproleche del Tucumán A.C.E (Asociación de Colaboración Empresaria);Comunidad;?;Cooperación empresaria o de productores;Aproleche del Tucumán A.C.E (Asociación de Colaboración Empresaria);Aproleche del Tucumán A.C.E (Asociación de Colaboración Empresaria)
0154;0154-1;1;Arata;Estado;Municipal;Municipio o comuna;Arata;Arata
0155;0155-1;1;Arbolito Kids S.R.L. - Muebles y Diseño;Privado;SRL;;Arbolito Kids S.R.L. - Muebles y Diseño;Arbolito Kids S.R.L. - Muebles y Diseño
0156;0156-1;1;ARCA - Centro de Reciclado y Ecología Urbana ONG;Comunidad;ONG;Organización ambiental;ARCA - Centro de Reciclado y Ecología Urbana ONG;ARCA - Centro de Reciclado y Ecología Urbana ONG
0157;0157-1;1;ÁREA DE INVESTIGACIÓN DEL MINISTERIO DE SALUD DE LA PROVINCIA DE JUJUY;Estado;Provincial;;Jujuy;Jujuy
0158;0158-1;1;ÁREA DE INVESTIGACIÓN DEL MINISTERIO DE SALUD JURISDICCIONAL;Estado;?;;Otro;Otro
0159;0159-1;1;Area de investigacion en salud humana del Ministerio de Salud de Rio Negro;Estado;Provincial;;Río Negro;Río Negro
0160;0160-1;1;Área de Investigación para la Salud. Ministerio de Salud del Gobierno de Misiones;Estado;Provincial;;Misiones;Misiones
0161;0161-1;1;ARGUSMAN SRL;Privado;Empresa privada;SRL;ARGUSMAN SRL;ARGUSMAN SRL
0162;0162-1;1;Aromas de la Patagonia SRL;Privado;Empresa privada;SRL;Aromas de la Patagonia SRL;Aromas de la Patagonia SRL
0163;0163-1;2;Arq. Sergio Ongarato;Privado;Persona física;Persona física;Arq. Sergio Ongarato;Arq. Sergio Ongarato
0163;0163-2;2;Municipalidad de Esquel;Estado;Municipal;Municipio o comuna;Esquel;Esquel
0164;0164-1;1;Arturo Degano;Privado;Persona física;Persona física;Arturo Degano;Arturo Degano
0165;0165-1;1;Arwind Energy SA;Privado;Empresa privada;SA;Arwind Energy SA;Arwind Energy SA
0166;0166-1;1;ASINMET -Asociación de Industriales Metalúrgicos de Mendoza-;Comunidad;Asociación;Cooperación empresaria o de productores;ASINMET -Asociación de Industriales Metalúrgicos de Mendoza-;ASINMET -Asociación de Industriales Metalúrgicos de Mendoza-
0167;0167-1;2;Asoc de Productores Frutihortícolas del Norte;Comunidad;Asociación;Cooperación empresaria o de productores;Asoc de Productores Frutihortícolas del Norte;Asoc de Productores Frutihortícolas del Norte
0167;0167-2;2;Centro de Validación de Tecnologías Agropecuarias Misión Tacaaglé;Estado;Provincial;Organismo CyT público;Provincia de Formosa;CeDeVa (Formosa)
0168;0168-1;1;Asociación Cuidadores del ambiente;Comunidad;?;Organización ambiental;Asociación Cuidadores del ambiente;Asociación Cuidadores del ambiente
0169;0169-1;1;Asociación “Red de Organizaciones Comunitarias y Sociales de Corrientes-Red MERCOSUR”;Comunidad;Asociación;;Asociación “Red de Organizaciones Comunitarias y Sociales de Corrientes-Red MERCOSUR”;Asociación “Red de Organizaciones Comunitarias y Sociales de Corrientes-Red MERCOSUR”
0170;0170-1;1;Asociación Agrícola Ganadera de la Zona Noroeste de la Provincia de Santa Cruz;Comunidad;Asociación;Cooperación empresaria o de productores;Asociación Agrícola Ganadera de la Zona Noroeste de la Provincia de Santa Cruz;Asociación Agrícola Ganadera de la Zona Noroeste de la Provincia de Santa Cruz
0171;0171-1;1;Asociación Amigos de Villa Victoria;Comunidad;Asociación;Asociación de apoyo a institución pública;Asociación Amigos de Villa Victoria;Asociación Amigos de Villa Victoria
0172;0172-1;1;Asociacion Amigos del Museo de la Colonizacion;Comunidad;Asociación;Asociación de apoyo a institución pública;Asociacion Amigos del Museo de la Colonizacion;Asociacion Amigos del Museo de la Colonizacion
0173;0173-1;1;Asociación Apícola de la comarca;Comunidad;Asociación;Cooperación empresaria o de productores;Asociación Apícola de la comarca;Asociación Apícola de la comarca
0174;0174-1;1;Asociación apicultores de Ibarreta;Comunidad;Asociación;Cooperación empresaria o de productores;Asociación apicultores de Ibarreta;Asociación apicultores de Ibarreta
0175;0175-1;1;Asociación Argentina de Consorcios Regionales de Experimentación Agrícola A.A.C.R.E.A;Comunidad;Asociación;Cooperación empresaria o de productores;Asociación Argentina de Consorcios Regionales de Experimentación Agrícola A.A.C.R.E.A;Asociación Argentina de Consorcios Regionales de Experimentación Agrícola A.A.C.R.E.A
0176;0176-1;1;Asociación Argentina de Energía Eólica;Comunidad;Asociación;Cooperación empresaria o de productores;Asociación Argentina de Energía Eólica;Asociación Argentina de Energía Eólica
0177;0177-1;1;Asociación Argentina de Productores de siembra directa (AAPRESID);Comunidad;Asociación;Cooperación empresaria o de productores;Asociación Argentina de Productores de siembra directa (AAPRESID);Asociación Argentina de Productores de siembra directa (AAPRESID)
0178;0178-1;3;Asociación Argentina de Productores Porcinos;Comunidad;Asociación;Cooperación empresaria o de productores;Asociación Argentina de Productores Porcinos;Asociación Argentina de Productores Porcinos
0178;0178-2;3;COMISION DE LUCHA CONTRA PLAGAS AGRICOLAS;Comunidad;?;Organización social;COMISION DE LUCHA CONTRA PLAGAS AGRICOLAS;COMISION DE LUCHA CONTRA PLAGAS AGRICOLAS
0178;0178-3;3;Cooperativa de Trabajo Huvaiti;Comunidad;Cooperativa;Cooperativa de trabajo;Cooperativa de Trabajo Huvaiti;Cooperativa de Trabajo Huvaiti
0179;0179-1;1;Asociación Azul Solidario;Comunidad;Asociación;;Asociación Azul Solidario;Asociación Azul Solidario
0180;0180-1;1;Asociación Campesina de Cuyo;Comunidad;Asociación;Cooperación empresaria o de productores;Asociación Campesina de Cuyo;Asociación Campesina de Cuyo
0181;0181-1;1;Asociación Celíaca Bandeña (ACeBand);Comunidad;Asociación;Organización vinculada a salud o discapacidad;Asociación Celíaca Bandeña (ACeBand);Asociación Celíaca Bandeña (ACeBand)
0182;0182-1;1;Asociación Centro IDEB Benito Juárez;Público-privado;Asociación;Asociación de apoyo empresario/productivo;Asociación Centro IDEB Benito Juárez;Asociación Centro IDEB Benito Juárez
0183;0183-1;1;Asociación Civil Los Algarrobos;Comunidad;Asociación Civil;Organización social;Asociación Civil Los Algarrobos;Asociación Civil Los Algarrobos
0184;0184-1;4;Asociación Civil “Huellas de mi Tierra”;Comunidad;Asociación Civil;Asociación de apoyo empresario/productivo;Asociación Civil “Huellas de mi Tierra”;Asociación Civil “Huellas de mi Tierra”
0184;0184-3;4;Asociación Civil “Pequeños Productores de Río Hondo”;Comunidad;Asociación Civil;Cooperación empresaria o de productores;Asociación Civil “Pequeños Productores de Río Hondo”;Asociación Civil “Pequeños Productores de Río Hondo”
0184;0184-4;4;Asociación Civil Comisiones Unidas Sud-Este Figueroa (CUSEF);Comunidad;Asociación Civil;Cooperación empresaria o de productores;Asociación Civil Comisiones Unidas Sud-Este Figueroa (CUSEF);Asociación Civil Comisiones Unidas Sud-Este Figueroa (CUSEF)
0184;0184-2;4;Comuna Lanteri;Estado;Municipal;Municipio o comuna;Lanteri;Lanteri
0185;0185-1;1;Asociacion Civil Airampo en Flor;Comunidad;Asociación Civil;Organización social;Asociacion Civil Airampo en Flor;Asociacion Civil Airampo en Flor
0186;0186-1;1;Asociación Civil Alibuen Patagonia;Comunidad;Asociación Civil;;Asociación Civil Alibuen Patagonia;Asociación Civil Alibuen Patagonia
0187;0187-1;1;Asociación civil Amigos del Museo de la región de Ansenuza Aníbal Montes;Comunidad;Asociación Civil;Asociación de apoyo a institución pública;Asociación civil Amigos del Museo de la región de Ansenuza Aníbal Montes;Asociación civil Amigos del Museo de la región de Ansenuza Aníbal Montes
0188;0188-1;3;Asociación civil Ampliando Pueblo;Comunidad;Asociación Civil;Organización ambiental;Asociación civil Ampliando Pueblo;Asociación civil Ampliando Pueblo
0188;0188-2;3;Asociación civil Mujeres Soñadoras;Comunidad;Asociación Civil;Cooperación empresaria o de productores;Asociación civil Mujeres Soñadoras;Asociación civil Mujeres Soñadoras
0188;0188-3;3;Cooperativa Nueva Esperanza;Comunidad;Cooperativa;Cooperativa de trabajo;Cooperativa Nueva Esperanza;Cooperativa Nueva Esperanza
0189;0189-1;1;Asociación civil Apícola de Romang;Comunidad;Asociación Civil;Asociación agraria;Asociación civil Apícola de Romang;Asociación civil Apícola de Romang
0190;0190-1;1;Asociación Civil Bienes Comunes;Comunidad;Asociación Civil;Organización educativa o académica;Asociación Civil Bienes Comunes;Asociación Civil Bienes Comunes
